data,perc_story,ospedalizzati_story,terapie_story,deceduti_story,primadose_story,secondadose_story,terzadose_story,quartadose_story
01/09/2020,1.49,233.0,21.0,2.0,0.0,0.0,0.0,0.0
02/09/2020,1.39,242.0,22.0,2.0,0.0,0.0,0.0,0.0
03/09/2020,1.62,252.0,27.0,1.0,0.0,0.0,0.0,0.0
04/09/2020,1.23,270.0,26.0,6.0,0.0,0.0,0.0,0.0
05/09/2020,1.66,268.0,23.0,1.0,0.0,0.0,0.0,0.0
06/09/2020,1.63,273.0,25.0,3.0,0.0,0.0,0.0,0.0
07/09/2020,1.2,268.0,26.0,6.0,0.0,0.0,0.0,0.0
08/09/2020,1.3,275.0,27.0,2.0,0.0,0.0,0.0,0.0
09/09/2020,1.02,279.0,27.0,3.0,0.0,0.0,0.0,0.0
10/09/2020,1.41,286.0,30.0,1.0,0.0,0.0,0.0,0.0
11/09/2020,1.43,273.0,27.0,4.0,0.0,0.0,0.0,0.0
12/09/2020,1.63,278.0,27.0,0.0,0.0,0.0,0.0,0.0
13/09/2020,2.06,280.0,28.0,3.0,0.0,0.0,0.0,0.0
14/09/2020,1.58,290.0,28.0,2.0,0.0,0.0,0.0,0.0
15/09/2020,0.91,292.0,29.0,2.0,0.0,0.0,0.0,0.0
16/09/2020,0.89,294.0,30.0,2.0,0.0,0.0,0.0,0.0
17/09/2020,1.29,304.0,32.0,1.0,0.0,0.0,0.0,0.0
18/09/2020,1.33,316.0,32.0,2.0,0.0,0.0,0.0,0.0
19/09/2020,1.12,307.0,36.0,9.0,0.0,0.0,0.0,0.0
20/09/2020,1.41,302.0,38.0,5.0,0.0,0.0,0.0,0.0
21/09/2020,0.9,319.0,36.0,1.0,0.0,0.0,0.0,0.0
22/09/2020,1.23,328.0,34.0,2.0,0.0,0.0,0.0,0.0
23/09/2020,0.86,341.0,33.0,0.0,0.0,0.0,0.0,0.0
24/09/2020,1.07,334.0,31.0,10.0,0.0,0.0,0.0,0.0
25/09/2020,1.36,330.0,30.0,2.0,0.0,0.0,0.0,0.0
26/09/2020,1.34,342.0,30.0,4.0,0.0,0.0,0.0,0.0
27/09/2020,1.3,333.0,31.0,5.0,0.0,0.0,0.0,0.0
28/09/2020,1.5,337.0,31.0,2.0,0.0,0.0,0.0,0.0
29/09/2020,1.47,348.0,33.0,3.0,0.0,0.0,0.0,0.0
30/09/2020,1.07,340.0,34.0,4.0,0.0,0.0,0.0,0.0
01/10/2020,1.31,333.0,35.0,5.0,0.0,0.0,0.0,0.0
02/10/2020,1.55,341.0,39.0,4.0,0.0,0.0,0.0,0.0
03/10/2020,2.08,335.0,42.0,5.0,0.0,0.0,0.0,0.0
04/10/2020,2.12,335.0,39.0,2.0,0.0,0.0,0.0,0.0
05/10/2020,3.11,346.0,41.0,2.0,0.0,0.0,0.0,0.0
06/10/2020,2.18,360.0,40.0,0.0,0.0,0.0,0.0,0.0
07/10/2020,2.41,379.0,40.0,5.0,0.0,0.0,0.0,0.0
08/10/2020,3.09,402.0,41.0,1.0,0.0,0.0,0.0,0.0
09/10/2020,3.84,415.0,44.0,1.0,0.0,0.0,0.0,0.0
10/10/2020,4.98,452.0,44.0,2.0,0.0,0.0,0.0,0.0
11/10/2020,6.62,481.0,48.0,3.0,0.0,0.0,0.0,0.0
12/10/2020,4.99,513.0,50.0,3.0,0.0,0.0,0.0,0.0
13/10/2020,6.28,608.0,62.0,6.0,0.0,0.0,0.0,0.0
14/10/2020,6.35,709.0,64.0,17.0,0.0,0.0,0.0,0.0
15/10/2020,6.36,798.0,72.0,26.0,0.0,0.0,0.0,0.0
16/10/2020,7.91,905.0,71.0,7.0,0.0,0.0,0.0,0.0
17/10/2020,9.17,1039.0,96.0,13.0,0.0,0.0,0.0,0.0
18/10/2020,9.6,1175.0,110.0,21.0,0.0,0.0,0.0,0.0
19/10/2020,11.57,1249.0,113.0,6.0,0.0,0.0,0.0,0.0
20/10/2020,9.31,1391.0,123.0,19.0,0.0,0.0,0.0,0.0
21/10/2020,11.33,1655.0,134.0,20.0,0.0,0.0,0.0,0.0
22/10/2020,11.55,1841.0,156.0,29.0,0.0,0.0,0.0,0.0
23/10/2020,13.3,2197.0,184.0,7.0,0.0,0.0,0.0,0.0
24/10/2020,15.13,2366.0,213.0,51.0,0.0,0.0,0.0,0.0
25/10/2020,16.33,2557.0,231.0,25.0,0.0,0.0,0.0,0.0
26/10/2020,16.74,2701.0,242.0,17.0,0.0,0.0,0.0,0.0
27/10/2020,16.81,2986.0,271.0,58.0,0.0,0.0,0.0,0.0
28/10/2020,18.32,3364.0,292.0,47.0,0.0,0.0,0.0,0.0
29/10/2020,17.19,3700.0,345.0,57.0,0.0,0.0,0.0,0.0
30/10/2020,19.11,4068.0,370.0,48.0,0.0,0.0,0.0,0.0
31/10/2020,19.07,4425.0,392.0,73.0,0.0,0.0,0.0,0.0
01/11/2020,21.7,4664.0,418.0,54.0,0.0,0.0,0.0,0.0
02/11/2020,21.91,4841.0,435.0,46.0,0.0,0.0,0.0,0.0
03/11/2020,21.04,5215.0,475.0,117.0,0.0,0.0,0.0,0.0
04/11/2020,17.75,5525.0,507.0,96.0,0.0,0.0,0.0,0.0
05/11/2020,21.24,5840.0,522.0,139.0,0.0,0.0,0.0,0.0
06/11/2020,21.41,6133.0,570.0,131.0,0.0,0.0,0.0,0.0
07/11/2020,24.92,6423.0,610.0,108.0,0.0,0.0,0.0,0.0
08/11/2020,16.54,6875.0,650.0,117.0,0.0,0.0,0.0,0.0
09/11/2020,22.62,7084.0,670.0,99.0,0.0,0.0,0.0,0.0
10/11/2020,23.21,7390.0,708.0,129.0,0.0,0.0,0.0,0.0
11/11/2020,15.52,7671.0,764.0,152.0,0.0,0.0,0.0,0.0
12/11/2020,21.64,7829.0,782.0,187.0,0.0,0.0,0.0,0.0
13/11/2020,19.11,8120.0,801.0,118.0,0.0,0.0,0.0,0.0
14/11/2020,22.87,8438.0,817.0,158.0,0.0,0.0,0.0,0.0
15/11/2020,20.83,8618.0,837.0,181.0,0.0,0.0,0.0,0.0
16/11/2020,22.89,8756.0,855.0,99.0,0.0,0.0,0.0,0.0
17/11/2020,22.07,9045.0,894.0,202.0,0.0,0.0,0.0,0.0
18/11/2020,20.03,9226.0,903.0,182.0,0.0,0.0,0.0,0.0
19/11/2020,19.82,9206.0,915.0,165.0,0.0,0.0,0.0,0.0
20/11/2020,21.83,9234.0,930.0,175.0,0.0,0.0,0.0,0.0
21/11/2020,19.99,9250.0,936.0,169.0,0.0,0.0,0.0,0.0
22/11/2020,17.09,9340.0,949.0,165.0,0.0,0.0,0.0,0.0
23/11/2020,16.09,9276.0,945.0,140.0,0.0,0.0,0.0,0.0
24/11/2020,15.74,9292.0,932.0,186.0,0.0,0.0,0.0,0.0
25/11/2020,12.3,9056.0,942.0,155.0,0.0,0.0,0.0,0.0
26/11/2020,12.88,8930.0,934.0,207.0,0.0,0.0,0.0,0.0
27/11/2020,13.17,8794.0,925.0,181.0,0.0,0.0,0.0,0.0
28/11/2020,12.38,8535.0,919.0,119.0,0.0,0.0,0.0,0.0
29/11/2020,11.26,8307.0,907.0,135.0,0.0,0.0,0.0,0.0
30/11/2020,11.36,8339.0,906.0,208.0,0.0,0.0,0.0,0.0
01/12/2020,11.63,8218.0,876.0,249.0,0.0,0.0,0.0,0.0
02/12/2020,9.49,8077.0,855.0,175.0,0.0,0.0,0.0,0.0
03/12/2020,10.34,7861.0,836.0,347.0,0.0,0.0,0.0,0.0
04/12/2020,10.72,7614.0,822.0,147.0,0.0,0.0,0.0,0.0
05/12/2020,10.09,7359.0,805.0,111.0,0.0,0.0,0.0,0.0
06/12/2020,9.27,7179.0,807.0,140.0,0.0,0.0,0.0,0.0
07/12/2020,9.32,7143.0,781.0,56.0,0.0,0.0,0.0,0.0
08/12/2020,10.17,6954.0,767.0,128.0,0.0,0.0,0.0,0.0
09/12/2020,8.7,6493.0,766.0,69.0,0.0,0.0,0.0,0.0
10/12/2020,8.64,6361.0,748.0,172.0,0.0,0.0,0.0,0.0
11/12/2020,8.94,6150.0,733.0,132.0,0.0,0.0,0.0,0.0
12/12/2020,9.38,6006.0,717.0,85.0,0.0,0.0,0.0,0.0
13/12/2020,9.15,5873.0,714.0,144.0,0.0,0.0,0.0,0.0
14/12/2020,8.35,5738.0,685.0,67.0,0.0,0.0,0.0,0.0
15/12/2020,8.69,5652.0,656.0,114.0,0.0,0.0,0.0,0.0
16/12/2020,7.96,5575.0,629.0,106.0,0.0,0.0,0.0,0.0
17/12/2020,8.64,5404.0,611.0,68.0,0.0,0.0,0.0,0.0
18/12/2020,8.11,5258.0,602.0,60.0,0.0,0.0,0.0,0.0
19/12/2020,7.19,5087.0,592.0,105.0,0.0,0.0,0.0,0.0
20/12/2020,8.01,4924.0,583.0,49.0,0.0,0.0,0.0,0.0
21/12/2020,8.97,4793.0,561.0,41.0,0.0,0.0,0.0,0.0
22/12/2020,7.13,4830.0,540.0,92.0,0.0,0.0,0.0,0.0
23/12/2020,6.54,4779.0,536.0,98.0,0.0,0.0,0.0,0.0
24/12/2020,8.22,4699.0,521.0,67.0,0.0,0.0,0.0,0.0
25/12/2020,9.41,4498.0,522.0,105.0,0.0,0.0,0.0,0.0
26/12/2020,10.47,4352.0,513.0,36.0,0.0,0.0,0.0,0.0
27/12/2020,9.51,4309.0,508.0,49.0,0.0,0.0,0.0,0.0
28/12/2020,10.44,4303.0,512.0,42.0,0.0,0.0,0.0,0.0
29/12/2020,7.26,4132.0,498.0,49.0,0.0,0.0,0.0,0.0
30/12/2020,7.01,4098.0,481.0,80.0,0.0,0.0,0.0,0.0
31/12/2020,11.74,3926.0,489.0,85.0,0.0,0.0,0.0,0.0
01/01/2021,12.0,3839.0,487.0,80.0,0.0,0.0,0.0,0.0
02/01/2021,11.92,3784.0,491.0,78.0,1952.0,0.0,0.0,0.0
03/01/2021,12.94,3756.0,489.0,36.0,2804.0,0.0,0.0,0.0
04/01/2021,10.57,3711.0,484.0,27.0,8773.0,0.0,0.0,0.0
05/01/2021,10.46,3819.0,475.0,62.0,16441.0,0.0,0.0,0.0
06/01/2021,10.37,3895.0,471.0,92.0,23463.0,0.0,0.0,0.0
07/01/2021,13.77,3836.0,473.0,34.0,35010.0,0.0,0.0,0.0
08/01/2021,10.66,3902.0,466.0,133.0,47512.0,0.0,0.0,0.0
09/01/2021,10.09,4033.0,456.0,63.0,59820.0,0.0,0.0,0.0
10/01/2021,13.06,4057.0,459.0,59.0,70328.0,0.0,0.0,0.0
11/01/2021,11.14,3984.0,462.0,62.0,86091.0,0.0,0.0,0.0
12/01/2021,7.18,4107.0,466.0,54.0,105349.0,0.0,0.0,0.0
13/01/2021,7.04,4113.0,462.0,51.0,130182.0,0.0,0.0,0.0
14/01/2021,9.03,4082.0,468.0,72.0,155393.0,0.0,0.0,0.0
15/01/2021,6.5,4067.0,466.0,68.0,179123.0,0.0,0.0,0.0
16/01/2021,6.04,4118.0,454.0,78.0,193416.0,0.0,0.0,0.0
17/01/2021,6.4,4062.0,452.0,65.0,201253.0,197.0,0.0,0.0
